text,label
Adenotonsillectomy.  Adenotonsillitis with hypertrophy.  The patient is a very nice patient with adenotonsillitis with hypertrophy and obstructive symptoms.  Adenotonsillectomy is indicated.,1
"Obesity hypoventilation syndrome.  A 61-year-old woman with a history of polyarteritis nodosa, mononeuritis multiplex involving the lower extremities, and severe sleep apnea returns in followup following an overnight sleep study.",1
Cosmetic rhinoplasty.  Request for cosmetic change in the external appearance of the nose.,0
"Newly diagnosed stage II colon cancer, with a stage T3c, N0, M0 colon cancer, grade 1.  Although, the tumor was near obstructing, she was not having symptoms and in fact was having normal bowel movements.",1
"Right shoulder hemi-resurfacing using a size 5 Biomet Copeland humeral head component, noncemented.  Severe degenerative joint disease of the right shoulder.",1
"Bunion, left foot.  Bunionectomy with first metatarsal osteotomy base wedge type with internal screw fixation and Akin osteotomy with internal wire fixation of left foot.",1
Fifth disease with sinusitis,0
"The patient has a manic disorder, is presently psychotic with flight of ideas, tangential speech, rapid pressured speech and behavior, impulsive behavior.   Bipolar affective disorder, manic state.  Rule out depression.",1
Consultation for right shoulder pain.,0
Autopsy of a white female who died of acute combined drug intoxication.,1
Colonoscopy with terminal ileum examination.   Iron deficiency anemia.  Following titrated intravenous sedation the flexible video endoscope was introduced into the rectum and advanced to the cecum without difficulty.,1
"Autologous iliac crest bone graft to maxilla and mandible under general anesthetic.  Maxillary atrophy, severe mandibular atrophy, acquired facial deformity, and masticatory dysfunction.",0
Esophagogastroduodenoscopy.   The Olympus video gastroscope was then introduced into the upper esophagus and passed by direct vision to the descending duodenum.,1
MRI head without contrast.,0
MRI Spine - T12-L5 epidural lipoma and thoracic spinal cord infarction vs. transverse myelitis.,1
"Septic from nephrolithiasis - Nephrolithiasis status post lithotripsy and stent placed in the left ureter, urinary incontinence, recent sepsis.",0
The patient with an L5 compression fracture.is to come to the hospital for bilateral L5 kyphoplasty.  The patient has a history of back and buttock pain for some time.,0
Intractable nausea and vomiting/history of diabetic gastroparesis/multiple endoscopies revealing gastritis and esophagitis.,0
This is a middle-aged female with low back pain radiating down the left leg and foot for one and a half years.,1
"The patient with left completion hemithyroidectomy and reimplantation of the left parathyroid and left sternocleidomastoid region in the inferior 1/3rd region.  Papillary carcinoma of the follicular variant of the thyroid in the right lobe, status post right hemithyroidectomy.",1
Patient had a markedly abnormal stress test with severe chest pain after 5 minutes of exercise on the standard Bruce with horizontal ST depressions and moderate apical ischemia on stress imaging only.,0
"Patient with a history of PTSD, depression, and substance abuse.",1
"Lumbar laminectomy for decompression with foraminotomies L3-L4, L4-L5, L5-S1 microtechniques and repair of CSF fistula, microtechniques L5-S1, application of DuraSeal.  Lumbar stenosis and cerebrospinal fluid fistula.",1
Right-sided abdominal pain with nausea and fever.  CT abdomen with contrast and CT pelvis with contrast.  Axial CT images of the abdomen and pelvis were obtained utilizing 100 mL of Isovue-300.,1
Status post left hip fracture and hemiarthroplasty.   Rehab transfer as soon as medically cleared.,1
Posterior spinal fusion and spinal instrumentation.  Posterior osteotomy; posterior elements to include laminotomy-foraminotomy and decompression of the nerve roots.,1
"Right inguinal exploration, left inguinal hernia repair, bilateral hydrocele repair, and excision of right appendix testis.",1
"Multiple extensive subcutaneous abscesses, right thigh.  Massive open wound, right thigh, status post right excision of multiple subcutaneous abscesses, right thigh.",0
NexGen left total knee replacement.  Degenerative arthritis of left knee.  The patient is a 72-year-old female with a history of bilateral knee pain for years progressively worse and decreasing quality of life and ADLs.,1
Work restrictions and disability evaluation,0
A 10 years of age carries a diagnosis of cystic fibrosis,0
"Acute renal failure, probable renal vein thrombosis, hypercoagulable state, and deep venous thromboses with pulmonary embolism.",0
Extraction of teeth.  Incision and drainage (I&D) of left mandibular vestibular abscess adjacent to teeth #18 and #19.,1
Flexible bronchoscopy  to evaluate the airway (chronic wheezing).,1
Carious teeth and periodontal disease affecting all remaining teeth and partial bony impacted tooth #32. Extraction of teeth.,0
"Adenocarcinoma of the prostate, Erectile dysfunction - History & Physical",1
"A 5-month-old infant with cold, cough, and runny nose for 2 days.  Mom states she had no fever.  Her appetite was good but she was spitting up a lot.",1
"Patient had movor vehicle accirdent and may have had a brief loss of consciousness.  Shortly thereafter she had some blurred vision,  Since that time she has had right low neck pain and left low back pain.",0
"Phenol neurolysis left musculocutaneous nerve and bilateral obturator nerves.  Botulinum toxin injection left pectoralis major, left wrist flexors, and bilateral knee extensors.",1
Endoscopic release of left transverse carpal ligament.,1
"Patient with a history of gross hematuria.  CT scan was performed, which demonstrated no hydronephrosis or upper tract process; however, there was significant thickening of the left and posterior bladder wall.",0
"Abdominal pain, nausea and vomiting, rule out recurrent small bowel obstruction.  The patient is an 89-year-old white male who developed lower abdominal pain, which was constant, onset approximately half an hour after dinner on the evening prior to admission.",0
"Enlarged fibroid uterus, hypermenorrhea, and secondary anemia.  Dilatation and curettage and hysteroscopy.",1
"Prematurity, 34 weeks' gestation, now 5 days old, group B streptococcus exposure, but no sepsis, physiologic jaundice, and feeding problem.",0
The patient presented to the emergency room last evening with approximately 7- to 8-day history of abdominal pain which has been persistent.,0
"Patient with right-sided chest pain, borderline elevated high blood pressure, history of hyperlipidemia, and obesity.",0
"Left heart catheterization, LV cineangiography, selective coronary angiography, and right heart catheterization with cardiac output by thermodilution technique with dual transducer.",1
Patient with mid-epigastric abdominal pain.  Sonogram revealed gallstones.,1
Evaluation and recommendations regarding facial rhytids.,0
"A 6-year-old male who is a former 27-week premature infant, suffered an intraventricular hemorrhage requiring shunt placement, and as a result, has developmental delay and left hemiparesis.",0
"Incision and drainage and removal of foreign body, right foot.  The patient has had previous I&D but continues to have to purulent drainage.  The patient's parents agreed to performing a surgical procedure to further clean the wound.",1
Sample/template for a normal female multisystem exam,0
Patient has prostate cancer with metastatic disease to his bladder.  The patient has had problems with hematuria in the past.  The patient was encouraged to drink extra water and was given discharge instructions on hematuria.,0
"Anterior cervical discectomy at C5-C6 and C6-C7 for neural decompression and anterior interbody fusion at C5-C6 and C6-C7 utilizing Bengal cages x2.  Anterior instrumentation by Uniplate construction C5, C6, and C7 with intraoperative x-ray x2.",1
Diagnostic Mammogram and ultrasound of the breast.,1
Patient suffered from morbid obesity for many years and made multiple attempts at nonsurgical weight loss without success.,0
"Decompressive laminectomy at T12 with bilateral facetectomies, decompression of T11 and T12 nerve roots bilaterally with posterolateral fusion supplemented with allograft bone chips and pedicle screws and rods with crosslink Synthes ClickX System.",1
"A 5-month-old infant with cold, cough, and runny nose for 2 days.  Mom states she had no fever.  Her appetite was good but she was spitting up a lot.",0
Left metastasectomy of metastatic renal cell carcinoma with additional mediastinal lymph node dissection and additional fiberoptic bronchoscopy.,1
Flexible Bronchoscopy (pediatric),1
Left facial cellulitis and possible odontogenic abscess.  Attempted incision and drainage (I&D) of odontogenic abscess.,0
